sample	total_markers	markers_hit	frac_markers_hit	mean_marker_count
T1653A_14052009_D1_D2	84426	84426	1.000000	15567.084192
T1653A_15042014_Q2_Q3	85848	85848	1.000000	6594.510064
T1653B_12082008_D1_D2	48852	48852	1.000000	4876.857099
T1653B_14052009_D1_D2	85309	85309	1.000000	11657.330422
T1653B_15042014_Q2_Q3	80556	80556	1.000000	3972.877812
T1654A_08092008_D1_D2	71640	71640	1.000000	4827.777610
T1654A_29092014_Q2_Q3	60882	60882	1.000000	1114.647663
T1654B_08092008_D1_D2	75901	75901	1.000000	18258.400456
T1654B_29092014_Q2_Q3	66985	66985	1.000000	1717.368381
T1656A_3072015_Q2_Q3	67254	67254	1.000000	4074.834047
T1656A_31082009_D1_D2	83554	83554	1.000000	17713.783086
T1656B_3072015_Q2_Q3	57874	57874	1.000000	3875.888620
T1656B_31082009_D1_D2	78852	78852	1.000000	10091.199221
T1657A_14042014_Q2_Q3	86693	86693	1.000000	18852.510526
T1657A_22072008_D1_D2	73616	73616	1.000000	5181.189470
T1657A_30092010_D1_D2	83242	83242	1.000000	6422.084356
T1657B_22072008_D1_D2	78131	78131	1.000000	9220.860644
T1657B_30092010_D1_D2	86072	86072	1.000000	12927.871863
T1658A_16042014_Q2_Q3	71465	71465	1.000000	8687.482012
T1658A_20052010_D1_D2	86062	86062	1.000000	37474.215298
T1658B_16042014_Q2_Q3	69258	69258	1.000000	5561.867669
T1658B_6012009_D1_D2	74138	74138	1.000000	10965.645931
T1659A_17072009_D1_D2	85372	85372	1.000000	26727.876903
T1659A_29092014_Q2_Q3	73833	73833	1.000000	3448.744572
T1659B_17072009_D1_D2	86576	86576	1.000000	22482.706027
T1659B_29092008_D1_D2	72242	72242	1.000000	19881.657014
T1659B_29092014_Q2_Q3	78801	78801	1.000000	9479.430363
T1662A_1022010_D1_D2	83878	83878	1.000000	11280.804180
T1662A_14042014_Q2_Q3	76687	76687	1.000000	5956.476261
T1662A_31102008_D1_D2	69962	69962	1.000000	5273.026171
T1662B_1022010_D1_D2	85972	85972	1.000000	17111.650130
T1662B_14042014_Q2_Q3	78263	78263	1.000000	4918.760832
T1662B_31102008_D1_D2	69743	69743	1.000000	8687.737393
T1664A_04122008_D1_D2	80167	80167	1.000000	28018.269462
T1664A_26032009_D1_D2	86935	86935	1.000000	33768.186174
T1664A_30092014_Q2_Q3	75865	75865	1.000000	2471.545930
T1664B_04122008_D1_D2	72799	72799	1.000000	7687.813940
T1664B_26032009_D1_D2	83929	83929	1.000000	25940.693920
T1664B_30092014_Q2_Q3	78189	78189	1.000000	4614.875443
T1666A_10112010_D1_D2	82975	82975	1.000000	18558.071937
T1666A_22102009_D1_D2	79969	79969	1.000000	10736.213858
T1666A_29092015_Q2_Q3	77367	77367	1.000000	6018.887963
T1666B_10112010_D1_D2	82973	82973	1.000000	17593.324973
T1666B_22102009_D1_D2	83620	83620	1.000000	10930.851686
T1666B_29092015_Q2_Q3	75756	75756	1.000000	9830.417749
T1668A_14102010_D1_D2	85727	85727	1.000000	39697.087335
T1668A_29012016_Q2_Q3	62802	62802	1.000000	3562.758129
T1668B_14102010_D1_D2	83693	83693	1.000000	6009.988768
T1668B_29012016_Q2_Q3	70846	70846	1.000000	3362.854784
T1669A_16042014_Q2_Q3	79830	79830	1.000000	7292.028836
T1669A_26092010_D1_D2	84340	84340	1.000000	6090.536803
T1669A_8072009_D1_D2	81038	81038	1.000000	53724.644500
T1669B_16042014_Q2_Q3	74795	74795	1.000000	4414.570519
T1669B_26092010_D1_D2	84625	84625	1.000000	9754.672744
T1669B_8072009_D1_D2	73263	73263	1.000000	9439.297271
T1670A_19102010_D1_D2	81123	81123	1.000000	10001.837038
T1670A_24042015_Q2_Q3	67127	67127	1.000000	1554.187719
T1670A_9112009_D1_D2	81869	81869	1.000000	36113.459234
T1670B_19102010_D1_D2	83769	83769	1.000000	34455.873796
T1670B_24042015_Q2_Q3	69963	69963	1.000000	2437.007561
T1670B_9112009_D1_D2	76069	76069	1.000000	19914.895910
T1671A_15122010_D1_D2	83168	83168	1.000000	7143.294079
T1671A_20042015_Q2_Q3	80814	80814	1.000000	5931.678311
T1671A_22032010_D1_D2	80020	80020	1.000000	28540.609198
T1671B_15122010_D1_D2	84935	84935	1.000000	19625.209596
T1671B_20042015_Q2_Q3	78625	78625	1.000000	3600.716083
T1671B_22032010_D1_D2	80928	80928	1.000000	23379.822052
T1672B_29092015_Q2_Q3	81878	81878	1.000000	9827.068590

